id,age,educ,paeduc,sex,race,income,region,polviews,relig,slt8,s9_11,s12,s13_15,s16,s17_18,sgt18,stage,cage,female,white,black,other,south,nrthest,midwest,west,missed,missag,misssx,missra,missrg,misspa,miss
148,29,12,12,female,black,$8000 to 9999,south atlantic,moderate,none,12,1,1,0,0,0,0,-.98022586,-17.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
149,39,16,,female,black,$25000 or more,south atlantic,moderate,protestant,16,1,0,1,0,1,1,-.40438211,-7.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
150,44,12,,female,black,$8000 to 9999,south atlantic,moderate,protestant,12,1,0,1,0,1,1,-.11646024,-2.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
151,40,14,,female,other,$25000 or more,south atlantic,moderate,none,14,1,0,1,0,1,1,-.34679773,-6.02,Yes,No,No,Yes,Yes,No,No,No,0,0,0,0,0,1,1
152,36,11,,female,other,,south atlantic,moderate,catholic,11,1,0,1,0,1,1,-.57713521,-10.02,Yes,No,No,Yes,Yes,No,No,No,0,0,0,0,0,1,1
153,52,14,9,male,white,refused,middle atlantic,moderate,catholic,14,1,0,0,0,0,0,.34421474,5.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
154,41,12,,female,white,$25000 or more,middle atlantic,moderate,protestant,12,1,0,1,0,1,1,-.28921336,-5.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
155,48,13,12,female,black,$25000 or more,middle atlantic,moderate,protestant,13,1,1,0,0,0,0,.11387725,1.98,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0
156,33,14,,male,white,$25000 or more,middle atlantic,slightly liberal,none,14,1,0,1,0,1,1,-.74988836,-13.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
157,65,12,6,female,white,$25000 or more,middle atlantic,extrmly conservative,catholic,12,0,0,0,0,0,0,1.0928116,18.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
158,41,12,,male,white,$25000 or more,middle atlantic,moderate,catholic,12,1,0,1,0,1,1,-.28921336,-5.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
159,58,20,14,male,white,$25000 or more,middle atlantic,moderate,protestant,20,1,0,1,0,0,0,.68972099,11.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
160,48,16,15,female,white,$25000 or more,middle atlantic,slghtly conservative,catholic,16,1,0,1,0,0,0,.11387725,1.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
161,63,12,4,female,black,$25000 or more,middle atlantic,liberal,protestant,12,0,0,0,0,0,0,.97764283,16.98,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0
162,43,12,12,female,white,$25000 or more,middle atlantic,moderate,protestant,12,1,1,0,0,0,0,-.17404461,-3.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
163,62,10,,female,white,$15000 - 19999,middle atlantic,moderate,protestant,10,1,0,1,0,1,1,.92005849,15.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
164,48,16,11,male,white,$25000 or more,middle atlantic,slightly liberal,catholic,16,1,0,0,0,0,0,.11387725,1.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
165,49,16,12,male,white,refused,middle atlantic,slightly liberal,none,16,1,1,0,0,0,0,.17146163,2.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
166,48,16,13,male,black,$25000 or more,middle atlantic,moderate,protestant,16,1,0,1,0,0,0,.11387725,1.98,No,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0
167,19,11,12,male,white,,middle atlantic,moderate,catholic,11,1,1,0,0,0,0,-1.5560696,-27.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
168,70,12,7,male,white,$25000 or more,middle atlantic,moderate,catholic,12,0,0,0,0,0,0,1.3807335,23.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
169,42,10,9,male,white,$25000 or more,middle atlantic,conservative,protestant,10,1,0,0,0,0,0,-.23162898,-4.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
170,36,14,12,female,white,refused,middle atlantic,moderate,catholic,14,1,1,0,0,0,0,-.57713521,-10.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
171,30,12,12,male,white,$25000 or more,middle atlantic,slightly liberal,none,12,1,1,0,0,0,0,-.92264146,-16.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
172,32,14,12,male,white,$25000 or more,middle atlantic,moderate,protestant,14,1,1,0,0,0,0,-.80747271,-14.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
173,36,14,16,male,white,$25000 or more,middle atlantic,conservative,protestant,14,1,0,1,1,0,0,-.57713521,-10.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
174,38,12,12,male,white,$25000 or more,middle atlantic,extremely liberal,protestant,12,1,1,0,0,0,0,-.46196648,-8.0200005,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
175,58,16,,female,white,$25000 or more,middle atlantic,slightly liberal,protestant,16,1,0,1,0,1,1,.68972099,11.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
176,47,16,12,female,white,$25000 or more,middle atlantic,conservative,catholic,16,1,1,0,0,0,0,.056292877,.98000002,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
177,55,12,6,female,white,$25000 or more,middle atlantic,slghtly conservative,catholic,12,0,0,0,0,0,0,.51696783,8.9799995,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
178,72,19,4,male,white,refused,middle atlantic,conservative,protestant,19,0,0,0,0,0,0,1.4959022,25.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
179,31,14,12,female,white,refused,middle atlantic,conservative,catholic,14,1,1,0,0,0,0,-.86505711,-15.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
180,45,13,14,male,white,refused,middle atlantic,moderate,jewish,13,1,0,1,0,0,0,-.05887587,-1.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
181,45,16,17,female,other,refused,middle atlantic,moderate,none,16,1,0,1,0,1,0,-.05887587,-1.02,Yes,No,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0
182,85,12,12,female,white,refused,middle atlantic,slightly liberal,protestant,12,1,1,0,0,0,0,2.244499,38.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
183,48,16,12,male,black,$25000 or more,middle atlantic,slghtly conservative,catholic,16,1,1,0,0,0,0,.11387725,1.98,No,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0
184,50,,20,male,white,,middle atlantic,slightly liberal,,,1,0,1,0,1,1,.229046,3.98,No,Yes,No,No,No,Yes,No,No,1,0,0,0,0,0,1
185,50,,,male,white,$25000 or more,middle atlantic,slightly liberal,jewish,,1,0,1,0,1,1,.229046,3.98,No,Yes,No,No,No,Yes,No,No,1,0,0,0,0,1,1
186,51,20,,male,white,$25000 or more,middle atlantic,slghtly conservative,jewish,20,1,0,1,0,1,1,.28663036,4.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
187,48,19,8,female,white,$25000 or more,middle atlantic,liberal,protestant,19,0,0,0,0,0,0,.11387725,1.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
188,45,,,female,black,$25000 or more,middle atlantic,moderate,protestant,,1,0,1,0,1,1,-.05887587,-1.02,Yes,No,Yes,No,No,Yes,No,No,1,0,0,0,0,1,1
189,39,16,16,male,white,$1000 to 2999,middle atlantic,moderate,jewish,16,1,0,1,1,0,0,-.40438211,-7.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
190,38,19,18,male,white,$25000 or more,pacific,moderate,protestant,19,1,0,1,0,1,0,-.46196648,-8.0200005,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
191,40,17,,male,white,$25000 or more,pacific,liberal,jewish,17,1,0,1,0,1,1,-.34679773,-6.02,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,1,1
192,33,16,18,female,white,$8000 to 9999,pacific,slightly liberal,none,16,1,0,1,0,1,0,-.74988836,-13.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
193,56,8,8,male,white,$25000 or more,pacific,conservative,catholic,8,0,0,0,0,0,0,.57455224,9.9799995,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
194,67,20,12,male,white,$25000 or more,pacific,slightly liberal,protestant,20,1,1,0,0,0,0,1.2079804,20.98,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
195,43,13,16,female,black,$25000 or more,pacific,liberal,none,13,1,0,1,1,0,0,-.17404461,-3.02,Yes,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0
196,56,16,16,male,white,refused,pacific,liberal,none,16,1,0,1,1,0,0,.57455224,9.9799995,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
197,48,11,12,female,black,lt $1000,pacific,extrmly conservative,protestant,11,1,1,0,0,0,0,.11387725,1.98,Yes,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0
198,32,13,12,female,white,$8000 to 9999,pacific,conservative,protestant,13,1,1,0,0,0,0,-.80747271,-14.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
199,23,11,12,female,black,lt $1000,pacific,slghtly conservative,protestant,11,1,1,0,0,0,0,-1.3257321,-23.02,Yes,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0
200,28,11,,female,black,$4000 to 4999,pacific,moderate,catholic,11,1,0,1,0,1,1,-1.0378102,-18.02,Yes,No,Yes,No,No,No,No,Yes,0,0,0,0,0,1,1
201,48,15,3,female,black,$10000 - 14999,pacific,moderate,protestant,15,0,0,0,0,0,0,.11387725,1.98,Yes,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0
202,77,12,4,female,black,$6000 to 6999,pacific,liberal,catholic,12,0,0,0,0,0,0,1.7838241,30.98,Yes,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0
203,38,11,,female,black,,pacific,moderate,protestant,11,1,0,1,0,1,1,-.46196648,-8.0200005,Yes,No,Yes,No,No,No,No,Yes,0,0,0,0,0,1,1
204,40,16,12,female,white,$25000 or more,pacific,liberal,catholic,16,1,1,0,0,0,0,-.34679773,-6.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
205,39,16,12,female,white,$25000 or more,pacific,slghtly conservative,protestant,16,1,1,0,0,0,0,-.40438211,-7.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
206,30,19,,male,white,$25000 or more,pacific,liberal,none,19,1,0,1,0,1,1,-.92264146,-16.02,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,1,1
207,45,12,12,male,white,$25000 or more,pacific,moderate,inter-nondenominational,12,1,1,0,0,0,0,-.05887587,-1.02,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
208,52,17,16,male,white,$25000 or more,pacific,moderate,none,17,1,0,1,1,0,0,.34421474,5.98,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
209,53,14,3,female,white,$25000 or more,pacific,slightly liberal,protestant,14,0,0,0,0,0,0,.40179911,6.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
210,53,13,10,female,white,$25000 or more,pacific,slghtly conservative,protestant,13,1,0,0,0,0,0,.40179911,6.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
211,39,17,13,female,white,$25000 or more,pacific,slghtly conservative,protestant,17,1,0,1,0,0,0,-.40438211,-7.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
212,78,12,6,female,white,$25000 or more,pacific,moderate,protestant,12,0,0,0,0,0,0,1.8414085,31.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
213,41,12,,male,white,$25000 or more,pacific,moderate,none,12,1,0,1,0,1,1,-.28921336,-5.02,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,1,1
214,30,19,14,female,white,$25000 or more,pacific,conservative,protestant,19,1,0,1,0,0,0,-.92264146,-16.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
215,20,9,,male,white,$25000 or more,pacific,extrmly conservative,catholic,9,1,0,1,0,1,1,-1.4984852,-26.02,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,1,1
216,26,12,,female,white,$8000 to 9999,pacific,moderate,catholic,12,1,0,1,0,1,1,-1.152979,-20.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,1,1
217,21,10,0,male,white,$25000 or more,pacific,slightly liberal,catholic,10,0,0,0,0,0,0,-1.4409008,-25.02,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
218,31,12,16,female,white,$25000 or more,pacific,liberal,none,12,1,0,1,1,0,0,-.86505711,-15.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
219,32,13,,male,other,$25000 or more,pacific,moderate,catholic,13,1,0,1,0,1,1,-.80747271,-14.02,No,No,No,Yes,No,No,No,Yes,0,0,0,0,0,1,1
220,45,18,16,female,white,$25000 or more,pacific,slightly liberal,protestant,18,1,0,1,1,0,0,-.05887587,-1.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
221,28,15,12,female,white,$25000 or more,pacific,slghtly conservative,catholic,15,1,1,0,0,0,0,-1.0378102,-18.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
222,21,13,,female,white,$25000 or more,pacific,moderate,catholic,13,1,0,1,0,1,1,-1.4409008,-25.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,1,1
223,36,13,12,male,white,$25000 or more,pacific,slghtly conservative,none,13,1,1,0,0,0,0,-.57713521,-10.02,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
224,35,14,8,female,white,$25000 or more,pacific,conservative,none,14,0,0,0,0,0,0,-.63471961,-11.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
225,38,12,,female,white,$25000 or more,pacific,moderate,inter-nondenominational,12,1,0,1,0,1,1,-.46196648,-8.0200005,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,1,1
226,,18,13,female,white,refused,pacific,liberal,catholic,18,1,0,1,0,0,0,,,Yes,Yes,No,No,No,No,No,Yes,0,1,0,0,0,0,1
227,28,16,14,male,white,$25000 or more,pacific,slghtly conservative,protestant,16,1,0,1,0,0,0,-1.0378102,-18.02,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
228,62,8,12,male,white,$25000 or more,pacific,moderate,catholic,8,1,1,0,0,0,0,.92005849,15.98,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
229,53,12,10,female,white,$25000 or more,pacific,moderate,protestant,12,1,0,0,0,0,0,.40179911,6.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
230,27,12,12,male,other,$25000 or more,pacific,slightly liberal,none,12,1,1,0,0,0,0,-1.0953946,-19.02,No,No,No,Yes,No,No,No,Yes,0,0,0,0,0,0,0
231,45,15,10,male,white,$25000 or more,pacific,slightly liberal,catholic,15,1,0,0,0,0,0,-.05887587,-1.02,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
232,46,16,12,male,white,$25000 or more,pacific,moderate,catholic,16,1,1,0,0,0,0,-.0012914971,-.02,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
233,82,14,6,female,white,,pacific,moderate,protestant,14,0,0,0,0,0,0,2.0717459,35.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
234,56,12,8,male,white,$25000 or more,pacific,slightly liberal,protestant,12,0,0,0,0,0,0,.57455224,9.9799995,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
235,42,13,10,female,white,$3000 to 3999,pacific,slightly liberal,catholic,13,1,0,0,0,0,0,-.23162898,-4.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
236,66,10,,female,white,$10000 - 14999,pacific,moderate,protestant,10,1,0,1,0,1,1,1.150396,19.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,1,1
237,36,9,,male,other,$25000 or more,pacific,moderate,christian,9,1,0,1,0,1,1,-.57713521,-10.02,No,No,No,Yes,No,No,No,Yes,0,0,0,0,0,1,1
238,49,20,16,male,white,$25000 or more,pacific,liberal,other (specify),20,1,0,1,1,0,0,.17146163,2.98,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
239,72,18,,female,white,$25000 or more,pacific,slightly liberal,none,18,1,0,1,0,1,1,1.4959022,25.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,1,1
240,53,13,13,female,white,$25000 or more,pacific,,protestant,13,1,0,1,0,0,0,.40179911,6.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
241,42,18,14,female,white,$25000 or more,pacific,conservative,protestant,18,1,0,1,0,0,0,-.23162898,-4.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
242,79,19,,male,white,$25000 or more,pacific,conservative,protestant,19,1,0,1,0,1,1,1.8989928,32.98,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,1,1
243,50,14,16,female,white,$25000 or more,pacific,conservative,catholic,14,1,0,1,1,0,0,.229046,3.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
244,50,12,3,female,other,$4000 to 4999,pacific,liberal,protestant,12,0,0,0,0,0,0,.229046,3.98,Yes,No,No,Yes,No,No,No,Yes,0,0,0,0,0,0,0
245,32,12,7,male,white,$25000 or more,pacific,extrmly conservative,catholic,12,0,0,0,0,0,0,-.80747271,-14.02,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
246,20,14,12,female,other,$20000 - 24999,pacific,moderate,none,14,1,1,0,0,0,0,-1.4984852,-26.02,Yes,No,No,Yes,No,No,No,Yes,0,0,0,0,0,0,0
247,51,12,4,male,white,$25000 or more,pacific,moderate,protestant,12,0,0,0,0,0,0,.28663036,4.98,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
248,35,11,4,male,other,$10000 - 14999,pacific,,buddhism,11,0,0,0,0,0,0,-.63471961,-11.02,No,No,No,Yes,No,No,No,Yes,0,0,0,0,0,0,0
249,54,14,10,male,other,$25000 or more,pacific,moderate,catholic,14,1,0,0,0,0,0,.45938349,7.98,No,No,No,Yes,No,No,No,Yes,0,0,0,0,0,0,0
250,65,16,14,female,white,$20000 - 24999,pacific,moderate,catholic,16,1,0,1,0,0,0,1.0928116,18.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
251,36,14,12,female,white,$25000 or more,pacific,moderate,catholic,14,1,1,0,0,0,0,-.57713521,-10.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
252,48,17,14,female,white,$25000 or more,pacific,slightly liberal,jewish,17,1,0,1,0,0,0,.11387725,1.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
253,54,14,12,female,white,$25000 or more,pacific,conservative,protestant,14,1,1,0,0,0,0,.45938349,7.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
254,62,14,12,female,white,$8000 to 9999,pacific,liberal,protestant,14,1,1,0,0,0,0,.92005849,15.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
255,51,14,12,male,white,$25000 or more,pacific,slghtly conservative,none,14,1,1,0,0,0,0,.28663036,4.98,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
256,38,16,16,female,white,$25000 or more,pacific,moderate,none,16,1,0,1,1,0,0,-.46196648,-8.0200005,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
257,85,8,5,male,white,,pacific,moderate,none,8,0,0,0,0,0,0,2.244499,38.98,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
258,67,16,12,male,white,$10000 - 14999,pacific,slghtly conservative,protestant,16,1,1,0,0,0,0,1.2079804,20.98,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
259,48,12,,female,white,$25000 or more,e. nor. central,conservative,protestant,12,1,0,1,0,1,1,.11387725,1.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
260,29,15,12,male,white,$25000 or more,e. nor. central,moderate,catholic,15,1,1,0,0,0,0,-.98022586,-17.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
261,64,12,,male,white,$25000 or more,e. nor. central,conservative,protestant,12,1,0,1,0,1,1,1.0352272,17.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
262,26,13,16,male,white,$25000 or more,e. nor. central,conservative,protestant,13,1,0,1,1,0,0,-1.152979,-20.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
263,72,12,8,female,white,$10000 - 14999,e. nor. central,moderate,protestant,12,0,0,0,0,0,0,1.4959022,25.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
264,58,12,9,male,white,$25000 or more,e. nor. central,moderate,catholic,12,1,0,0,0,0,0,.68972099,11.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
265,45,11,,female,white,lt $1000,e. nor. central,moderate,none,11,1,0,1,0,1,1,-.05887587,-1.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
266,49,16,12,female,white,refused,e. nor. central,moderate,catholic,16,1,1,0,0,0,0,.17146163,2.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
267,47,17,12,male,white,$25000 or more,e. nor. central,conservative,catholic,17,1,1,0,0,0,0,.056292877,.98000002,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
268,19,12,,male,white,$15000 - 19999,e. nor. central,moderate,catholic,12,1,0,1,0,1,1,-1.5560696,-27.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
269,37,13,13,female,white,$25000 or more,e. nor. central,moderate,catholic,13,1,0,1,0,0,0,-.51955086,-9.0200005,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
270,24,12,,female,black,$10000 - 14999,e. nor. central,slightly liberal,protestant,12,1,0,1,0,1,1,-1.2681477,-22.02,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,1,1
271,43,16,,male,black,$25000 or more,e. nor. central,moderate,protestant,16,1,0,1,0,1,1,-.17404461,-3.02,No,No,Yes,No,No,No,Yes,No,0,0,0,0,0,1,1
272,29,18,18,male,white,$25000 or more,e. nor. central,slightly liberal,protestant,18,1,0,1,0,1,0,-.98022586,-17.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
273,26,19,,male,other,$10000 - 14999,e. nor. central,liberal,none,19,1,0,1,0,1,1,-1.152979,-20.02,No,No,No,Yes,No,No,Yes,No,0,0,0,0,0,1,1
274,24,16,20,male,white,$25000 or more,e. nor. central,slghtly conservative,none,16,1,0,1,0,1,1,-1.2681477,-22.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
275,38,12,11,female,black,$15000 - 19999,e. nor. central,slightly liberal,none,12,1,0,0,0,0,0,-.46196648,-8.0200005,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,0,0
276,60,11,,female,black,,e. nor. central,moderate,protestant,11,1,0,1,0,1,1,.80488974,13.98,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,1,1
277,48,14,4,female,black,$10000 - 14999,e. nor. central,moderate,protestant,14,0,0,0,0,0,0,.11387725,1.98,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,0,0
278,61,8,8,female,black,$8000 to 9999,e. nor. central,extrmly conservative,protestant,8,0,0,0,0,0,0,.86247408,14.98,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,0,0
279,59,11,3,female,black,$10000 - 14999,e. nor. central,moderate,protestant,11,0,0,0,0,0,0,.74730533,12.98,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,0,0
280,59,12,5,female,black,$15000 - 19999,e. nor. central,moderate,protestant,12,0,0,0,0,0,0,.74730533,12.98,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,0,0
281,31,11,,female,black,lt $1000,e. nor. central,slghtly conservative,protestant,11,1,0,1,0,1,1,-.86505711,-15.02,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,1,1
282,34,10,,female,black,$6000 to 6999,e. nor. central,conservative,protestant,10,1,0,1,0,1,1,-.69230396,-12.02,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,1,1
283,,18,4,male,black,refused,e. nor. central,,protestant,18,0,0,0,0,0,0,,,No,No,Yes,No,No,No,Yes,No,0,1,0,0,0,0,1
284,32,12,12,male,black,$15000 - 19999,e. nor. central,slightly liberal,catholic,12,1,1,0,0,0,0,-.80747271,-14.02,No,No,Yes,No,No,No,Yes,No,0,0,0,0,0,0,0
285,18,12,16,female,black,,e. nor. central,liberal,catholic,12,1,0,1,1,0,0,-1.6136539,-28.02,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,0,0
286,32,12,,male,black,$20000 - 24999,e. nor. central,slightly liberal,protestant,12,1,0,1,0,1,1,-.80747271,-14.02,No,No,Yes,No,No,No,Yes,No,0,0,0,0,0,1,1
287,42,15,,male,black,refused,e. nor. central,moderate,protestant,15,1,0,1,0,1,1,-.23162898,-4.02,No,No,Yes,No,No,No,Yes,No,0,0,0,0,0,1,1
288,38,12,,female,black,refused,e. nor. central,slghtly conservative,protestant,12,1,0,1,0,1,1,-.46196648,-8.0200005,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,1,1
289,25,12,,male,black,,e. nor. central,moderate,protestant,12,1,0,1,0,1,1,-1.2105633,-21.02,No,No,Yes,No,No,No,Yes,No,0,0,0,0,0,1,1
290,54,12,8,female,black,$8000 to 9999,e. nor. central,moderate,protestant,12,0,0,0,0,0,0,.45938349,7.98,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,0,0
291,47,8,12,male,black,$10000 - 14999,e. nor. central,extremely liberal,protestant,8,1,1,0,0,0,0,.056292877,.98000002,No,No,Yes,No,No,No,Yes,No,0,0,0,0,0,0,0
292,31,13,,male,black,$25000 or more,e. nor. central,slghtly conservative,protestant,13,1,0,1,0,1,1,-.86505711,-15.02,No,No,Yes,No,No,No,Yes,No,0,0,0,0,0,1,1
293,40,16,14,female,black,refused,e. nor. central,extrmly conservative,catholic,16,1,0,1,0,0,0,-.34679773,-6.02,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,0,0
294,60,14,,female,black,$15000 - 19999,e. nor. central,moderate,protestant,14,1,0,1,0,1,1,.80488974,13.98,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,1,1
295,34,14,14,female,white,,e. nor. central,liberal,protestant,14,1,0,1,0,0,0,-.69230396,-12.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
296,36,14,,male,white,$25000 or more,e. nor. central,conservative,protestant,14,1,0,1,0,1,1,-.57713521,-10.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
297,43,11,,female,black,$5000 to 5999,e. nor. central,slightly liberal,none,11,1,0,1,0,1,1,-.17404461,-3.02,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,1,1
